X,Y,objectid,unique_record_id,ga_id,unique_site_id,authority,licence_no,co_located,facility_management_type,facility_infastructure_type,facility_owner,facility_name,state,address,suburb,postcode,operational_status,spatial_confidence,capture_method,gnaf_address_detail_pid,gnaf_formatted_address,gnaf_suburb,gnaf_postcode,gnaf_confidence,gnaf_date_created,gnaf_date_last_modfied,gnaf_date_retired
146.76306,-19.29912823,3406,WASTQLD8,,QLD00008,,,,DROP-OFF,SOFT PLASTICS DROP-OFF FACILITY,WOOLWORTHS,WOOLWORTHS SUPERMARKET,QLD,310-334 ROSS RIVER ROAD,AITKENVALE,4814,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD161796848,310-334 ROSS RIVER ROAD,AITKENVALE,4814,2,20190805,20210813,
151.3700567,-23.9513825999999,3407,WASTQLD1265,,QLD01122,,,,DROP-OFF,SOFT PLASTICS DROP-OFF FACILITY,COLES,COLES SUPERMARKET,QLD,101 HAMPTON DRIVE,TANNUM SANDS,4680,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD161833583,101 HAMPTON DRIVE,TANNUM SANDS,4680,1,20121101,20210813,
151.9565882,-27.56448647,3408,WASTQLD1311,,QLD01166,,,,DROP-OFF,E-WASTE DROP-OFF FACILITY,OFFICEWORKS,OFFICEWORKS,QLD,179 HUME STREET,TOOWOOMBA CITY,4350,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD161837763,179 HUME STREET,TOOWOOMBA CITY,4350,0,20121101,20210707,
151.9500938,-27.5614194099999,3409,WASTQLD1307,,QLD01162,,,,DROP-OFF,SOFT PLASTICS DROP-OFF FACILITY,COLES,COLES SUPERMARKET,QLD,244-252 MARGARET STREET,TOOWOOMBA CITY,4350,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD161849032,244-252 MARGARET STREET,TOOWOOMBA CITY,4350,0,20180204,20210813,
151.9500938,-27.5614194099999,3410,WASTQLD1308,,QLD01163,,,,DROP-OFF,SOFT PLASTICS DROP-OFF FACILITY,WOOLWORTHS,WOOLWORTHS SUPERMARKET,QLD,244-252 MARGARET STREET,TOOWOOMBA CITY,4350,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD161849032,244-252 MARGARET STREET,TOOWOOMBA CITY,4350,0,20180204,20210813,
153.0911201,-26.69338736,3411,WASTQLD186,,QLD00167,,,,DROP-OFF,SOFT PLASTICS DROP-OFF FACILITY,WOOLWORTHS,WOOLWORTHS SUPERMARKET,QLD,158-170 KARAWATHA DRIVE,BUDERIM,4556,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD161938624,158-170 KARAWATHA DRIVE,BUDERIM,4556,0,20121101,20210707,
152.960737,-26.5755045299999,3412,WASTQLD1434,,QLD01278,,,,DROP-OFF,TRANSFER STATION,JJ'S WASTE & RECYCLING,JJ'S YANDINA,QLD,95 CORDWELL ROAD,YANDINA,4561,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD161950427,95 CORDWELL ROAD,YANDINA,4561,2,20121101,20210813,
145.771802,-16.9292947399999,3413,WASTQLD241,,QLD00216,,,,DROP-OFF,E-WASTE DROP-OFF FACILITY,HARVEY NORMAN,HARVEY NORMAN,QLD,186-196 DRAPER STREET,PORTSMITH,4870,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD161951848,186-196 DRAPER STREET,PORTSMITH,4870,1,20200504,20210707,
145.7771593,-16.9227216899999,3414,WASTQLD242,,QLD00217,,,,DROP-OFF,SOFT PLASTICS DROP-OFF FACILITY,WOOLWORTHS,WOOLWORTHS SUPERMARKET,QLD,58-70 LAKE STREET,CAIRNS CITY,4870,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD161958169,58-70 LAKE STREET,CAIRNS CITY,4870,2,20121101,20210813,
145.7400894,-16.9442088499999,3415,WASTQLD441,,QLD00388,,,,DROP-OFF,SOFT PLASTICS DROP-OFF FACILITY,WOOLWORTHS,WOOLWORTHS SUPERMARKET,QLD,483-541 MULGRAVE ROAD,EARLVILLE,4870,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD161961365,483-541 MULGRAVE ROAD,EARLVILLE,4870,2,20121101,20210813,
145.7400894,-16.9442088499999,3416,WASTQLD442,,QLD00389,,,,DROP-OFF,SOFT PLASTICS DROP-OFF FACILITY,COLES,COLES SUPERMARKET,QLD,483-541 MULGRAVE ROAD,EARLVILLE,4870,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD161961365,483-541 MULGRAVE ROAD,EARLVILLE,4870,2,20121101,20210813,
153.1379138,-27.6330462,3417,WASTQLD1203,,QLD01069,,,,DROP-OFF,SOFT PLASTICS DROP-OFF FACILITY,WOOLWORTHS,WOOLWORTHS SUPERMARKET,QLD,2-16 MAGELLAN ROAD,SPRINGWOOD,4127,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD161978819,2-16 MAGELLAN ROAD,SPRINGWOOD,4127,2,20201106,20211109,
145.7409731,-16.92704743,3418,WASTQLD794,,QLD00700,,,,DROP-OFF,SOFT PLASTICS DROP-OFF FACILITY,WOOLWORTHS,WOOLWORTHS SUPERMARKET,QLD,33-63 ALFRED STREET,MANUNDA,4870,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162004333,33-63 ALFRED STREET,MANUNDA,4870,2,20121101,20210813,
152.562696,-26.00003764,3419,WASTQLD566,491,QLD00501,,,,DISPOSAL,LANDFILL – PUTRESCIBLE,GYMPIE REGIONAL COUNCIL,GUNALDA WASTE MANAGEMENT FACILITY,QLD,LOT 141 BALKIN STREET,GUNALDA,4570,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162007606,LOT 141 BALKIN STREET,GUNALDA,4570,0,20140501,20210803,
150.5035513,-23.39025278,3420,WASTQLD1130,,QLD00998,,,,DROP-OFF,SOFT PLASTICS DROP-OFF FACILITY,WOOLWORTHS,WOOLWORTHS SUPERMARKET,QLD,139-145 DERBY STREET,ALLENSTOWN,4700,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162022331,139-145 DERBY STREET,ALLENSTOWN,4700,1,20130125,20211107,
146.72716,-19.31431191,3421,WASTQLD1319,,QLD01174,,,,DROP-OFF,SOFT PLASTICS DROP-OFF FACILITY,COLES,COLES SUPERMARKET,QLD,13 HERVEY RANGE ROAD,THURINGOWA CENTRAL,4817,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162036008,13 HERVEY RANGE ROAD,THURINGOWA CENTRAL,4817,1,20121101,20210813,
150.5077052,-23.3799093599999,3422,WASTQLD1127,,QLD00995,,,,DROP-OFF,E-WASTE DROP-OFF FACILITY,OFFICEWORKS,OFFICEWORKS,QLD,134-144 KENT STREET,ROCKHAMPTON CITY,4700,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162040996,134-144 KENT STREET,ROCKHAMPTON CITY,4700,1,20121101,20210813,
152.4384933,-27.2037222,3423,WASTQLD931,434,QLD00824,,,YES,DROP-OFF,TRANSFER STATION,SOMERSET REGIONAL COUNCIL,ESK REFUSE AND RECYCLING CENTRE AND LANDFILL,QLD,30 MURRUMBA ROAD,COAL CREEK,4312,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162052559,30 MURRUMBA ROAD,COAL CREEK,4312,1,20121101,20210707,
152.4322526,-24.81137788,3424,WASTQLD869,141,QLD00765,,,,DISPOSAL,LANDFILL – PUTRESCIBLE,BUNDABERG REGIONAL COUNCIL,QUNABA WASTE MANAGEMENT FACILITY,QLD,180 POTTERS ROAD,MON REPOS,4670,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162059427,180 POTTERS ROAD,MON REPOS,4670,0,20121101,20210803,
151.9537979,-28.5789688199999,3425,WASTQLD1277,,QLD01134,,,YES,DROP-OFF,TRANSFER STATION,SOUTHERN DOWNS REGIONAL COUNCIL,NORTHERN GRANITE BELT WASTE TRANSFER STATION,QLD,50 SAWMILL ROAD,THE SUMMIT,4377,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162064241,50 SAWMILL ROAD,THE SUMMIT,4377,0,20130501,20210707,
151.9537979,-28.5789688199999,3426,WASTQLD1278,,QLD01134,,,YES,REUSE,REUSE SHOP,SOUTHERN DOWNS REGIONAL COUNCIL,NORTHERN GRANITE BELT WASTE TRANSFER STATION,QLD,50 SAWMILL ROAD,THE SUMMIT,4377,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162064241,50 SAWMILL ROAD,THE SUMMIT,4377,0,20130501,20210707,
153.4685756,-28.13447873,3427,WASTQLD448,,QLD00395,,,,DROP-OFF,SOFT PLASTICS DROP-OFF FACILITY,WOOLWORTHS,WOOLWORTHS SUPERMARKET,QLD,2-40 K P MCGRATH DRIVE,ELANORA,4221,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162088119,2-40 K P MCGRATH DRIVE,ELANORA,4221,0,20121101,20210813,
153.4685756,-28.13447873,3428,WASTQLD450,,QLD00397,,,,DROP-OFF,SOFT PLASTICS DROP-OFF FACILITY,COLES,COLES SUPERMARKET,QLD,2-40 K P MCGRATH DRIVE,ELANORA,4221,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162088119,2-40 K P MCGRATH DRIVE,ELANORA,4221,0,20121101,20210813,
153.0375781,-26.6588764099999,3429,WASTQLD737,,QLD00647,,,,DROP-OFF,TRANSFER STATION,SIMS LTD,SIMS KUNDA PARK,QLD,42 HOOPERS ROAD,KUNDA PARK,4556,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162102903,42 HOOPERS ROAD,KUNDA PARK,4556,1,20121101,20210707,
152.951993,-27.2915769599999,3430,WASTQLD1358,,QLD01209,,,,DROP-OFF,SOFT PLASTICS DROP-OFF FACILITY,WOOLWORTHS,WOOLWORTHS SUPERMARKET,QLD,357 SAMSONVALE ROAD,WARNER,4500,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162106672,357 SAMSONVALE ROAD,WARNER,4500,1,20121101,20210707,
153.0882634,-27.2255094399999,3431,WASTQLD720,,QLD00631,,,,DROP-OFF,SOFT PLASTICS DROP-OFF FACILITY,COLES,COLES SUPERMARKET,QLD,252-282 ANZAC AVENUE,KIPPA-RING,4021,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162117546,252-282 ANZAC AVENUE,KIPPA-RING,4021,1,20121101,20210813,
152.9758336,-27.2694767899999,3432,WASTQLD1043,,QLD00928,,,,DROP-OFF,SOFT PLASTICS DROP-OFF FACILITY,WOOLWORTHS,WOOLWORTHS SUPERMARKET,QLD,13-19 DAYBORO ROAD,PETRIE,4502,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162137028,13-19 DAYBORO ROAD,PETRIE,4502,1,20121101,20210707,
153.0166404,-27.27238657,3433,WASTQLD933,,QLD00825,,,,DROP-OFF,SOFT PLASTICS DROP-OFF FACILITY,COLES,COLES SUPERMARKET,QLD,2 GOODRICH ROAD,MURRUMBA DOWNS,4503,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162148876,2 GOODRICH ROAD,MURRUMBA DOWNS,4503,2,20121101,20210707,
152.9914715,-27.31333375,3434,WASTQLD1227,,QLD01089,,,,DROP-OFF,E-WASTE DROP-OFF FACILITY,OFFICEWORKS,OFFICEWORKS,QLD,130-134 GYMPIE ROAD,STRATHPINE,4500,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162151603,130-134 GYMPIE ROAD,STRATHPINE,4500,1,20121101,20210707,
151.9252977,-27.5436676099999,3435,WASTQLD1395,,QLD01241,,,,DROP-OFF,SOFT PLASTICS DROP-OFF FACILITY,WOOLWORTHS,WOOLWORTHS SUPERMARKET,QLD,2-8 HOOPER STREET,WILSONTON,4350,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162155413,2-8 HOOPER STREET,WILSONTON,4350,0,20121101,20210813,
150.2038606,-26.6834264,3436,WASTQLD843,592,QLD00745,,,YES,DROP-OFF,E-WASTE DROP-OFF FACILITY,WESTERN DOWNS REGIONAL COUNCIL,MILES WASTE & RECYCLING CENTRE,QLD,178 OLD CAMEBY ROAD,MILES,4415,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162180963,178 OLD CAMEBY ROAD,MILES,4415,0,20121101,20210804,
151.944767,-27.4507243899999,3437,WASTQLD609,,QLD00540,,,,DROP-OFF,SOFT PLASTICS DROP-OFF FACILITY,WOOLWORTHS,WOOLWORTHS SUPERMARKET,QLD,66 HIGHFIELDS ROAD,HIGHFIELDS,4352,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162216501,66 HIGHFIELDS ROAD,HIGHFIELDS,4352,1,20141104,20210707,
146.7604928,-19.29718675,3438,WASTQLD9,,QLD00009,,,,DROP-OFF,SOFT PLASTICS DROP-OFF FACILITY,COLES,COLES SUPERMARKET,QLD,339-355 ROSS RIVER ROAD,CRANBROOK,4814,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162221762,339-355 ROSS RIVER ROAD,CRANBROOK,4814,2,20121101,20210813,
153.0165807,-27.24212857,3439,WASTQLD792,,QLD00698,,,,DROP-OFF,SOFT PLASTICS DROP-OFF FACILITY,COLES,COLES SUPERMARKET,QLD,1 NORTH LAKES DRIVE,NORTH LAKES,4509,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162234078,1 NORTH LAKES DRIVE,NORTH LAKES,4509,1,20160504,20210813,
153.0165807,-27.24212857,3440,WASTQLD982,,QLD00870,,,,DROP-OFF,SOFT PLASTICS DROP-OFF FACILITY,WOOLWORTHS,WOOLWORTHS SUPERMARKET,QLD,1 NORTH LAKES DRIVE,NORTH LAKES,4509,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162234078,1 NORTH LAKES DRIVE,NORTH LAKES,4509,1,20160504,20210813,
153.1952386,-27.52322622,3441,WASTQLD272,,QLD00241,,,,DROP-OFF,SOFT PLASTICS DROP-OFF FACILITY,WOOLWORTHS,WOOLWORTHS SUPERMARKET,QLD,38-62 MORETON BAY ROAD,CAPALABA,4157,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162289621,38-62 MORETON BAY ROAD,CAPALABA,4157,1,20121101,20210813,
153.048042,-27.3500520499999,3442,WASTQLD1255,,QLD01115,,,,DROP-OFF,SOFT PLASTICS DROP-OFF FACILITY,WOOLWORTHS,WOOLWORTHS SUPERMARKET,QLD,217 BEAMS ROAD,TAIGUM,4018,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162313848,217 BEAMS ROAD,TAIGUM,4018,1,20121101,20210813,
153.0262212,-27.83058929,3443,WASTQLD675,,QLD00591,,,,DROP-OFF,SOFT PLASTICS DROP-OFF FACILITY,WOOLWORTHS,WOOLWORTHS SUPERMARKET,QLD,654-682 CUSACK LANE,JIMBOOMBA,4280,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162315521,654-682 CUSACK LANE,JIMBOOMBA,4280,0,20170502,20211102,
151.8422783,-26.55898178,3444,WASTQLD711,,QLD00624,,,,DROP-OFF,E-WASTE DROP-OFF FACILITY,HARVEY NORMAN,HARVEY NORMAN,QLD,18 ROGERS DRIVE,KINGAROY,4610,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162322479,18 ROGERS DRIVE,KINGAROY,4610,0,20121101,20210707,
145.6071301,-17.3300653499999,3445,WASTQLD789,953,QLD00695,,,,DROP-OFF,TRANSFER STATION,TABLELANDS REGIONAL COUNCIL,MALANDA TRANSFER STATION,QLD,228 ENGLISH ROAD,KUREEN,4885,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162348474,228 ENGLISH ROAD,KUREEN,4885,1,20150212,20210707,
148.6745966,-20.2903052299999,3446,WASTQLD261,,QLD00235,,,,DROP-OFF,SOFT PLASTICS DROP-OFF FACILITY,WOOLWORTHS,WOOLWORTHS SUPERMARKET,QLD,8-28 GALBRAITH PARK DRIVE,CANNONVALE,4802,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162349787,8-28 GALBRAITH PARK DRIVE,CANNONVALE,4802,1,20150430,20210813,
153.335793,-27.92680868,3447,WASTQLD587,,QLD00520,,,,DROP-OFF,SOFT PLASTICS DROP-OFF FACILITY,COLES,COLES SUPERMARKET,QLD,11 TOWN CENTRE DRIVE,HELENSVALE,4212,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162366599,11 TOWN CENTRE DRIVE,HELENSVALE,4212,1,20210204,20210813,
153.335793,-27.92680868,3448,WASTQLD591,,QLD00523,,,,DROP-OFF,SOFT PLASTICS DROP-OFF FACILITY,WOOLWORTHS,WOOLWORTHS SUPERMARKET,QLD,11 TOWN CENTRE DRIVE,HELENSVALE,4212,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162366599,11 TOWN CENTRE DRIVE,HELENSVALE,4212,1,20210204,20210813,
146.7308189,-19.36415749,3449,WASTQLD1096,,QLD00965,,,,DROP-OFF,SOFT PLASTICS DROP-OFF FACILITY,WOOLWORTHS,WOOLWORTHS SUPERMARKET,QLD,1255 RIVERWAY DRIVE,RASMUSSEN,4815,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162386751,1255 RIVERWAY DRIVE,RASMUSSEN,4815,1,20121101,20210813,
153.1003492,-27.50205836,3450,WASTQLD284,,QLD00251,,,YES,DROP-OFF,SOFT PLASTICS DROP-OFF FACILITY,COLES,COLES SUPERMARKET,QLD,1151 CREEK ROAD,CARINDALE,4152,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162464962,1151 CREEK ROAD,CARINDALE,4152,0,20170207,20210813,
153.1003492,-27.50205836,3451,WASTQLD283,,QLD00251,,,YES,DROP-OFF,SOFT PLASTICS DROP-OFF FACILITY,WOOLWORTHS,WOOLWORTHS SUPERMARKET,QLD,1151 CREEK ROAD,CARINDALE,4152,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162464962,1151 CREEK ROAD,CARINDALE,4152,0,20170207,20210813,
148.1644875,-23.52804642,3452,WASTQLD455,,QLD00402,,,,DROP-OFF,SOFT PLASTICS DROP-OFF FACILITY,COLES,COLES SUPERMARKET,QLD,144 EGERTON STREET,EMERALD,4720,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162466427,144 EGERTON STREET,EMERALD,4720,1,20130501,20210707,
153.0346845,-27.42216747,3453,WASTQLD771,,QLD00679,,,,DROP-OFF,SOFT PLASTICS DROP-OFF FACILITY,COLES,COLES SUPERMARKET,QLD,543 LUTWYCHE ROAD,LUTWYCHE,4030,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162472878,543 LUTWYCHE ROAD,LUTWYCHE,4030,0,20210428,20210813,
153.2688019,-27.52537452,3454,WASTQLD324,,QLD00288,,,,DROP-OFF,SOFT PLASTICS DROP-OFF FACILITY,COLES,COLES SUPERMARKET,QLD,90 MIDDLE STREET,CLEVELAND,4163,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162474414,90 MIDDLE STREET,CLEVELAND,4163,0,20121101,20210813,
153.2519846,-27.7860400599999,3455,WASTQLD1003,,QLD00890,,,,DROP-OFF,SOFT PLASTICS DROP-OFF FACILITY,WOOLWORTHS,WOOLWORTHS SUPERMARKET,QLD,21 PEACHEY ROAD,ORMEAU,4208,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162476845,21 PEACHEY ROAD,ORMEAU,4208,1,20131105,20210707,
152.9898973,-27.1989517499999,3456,WASTQLD947,,QLD00837,,,,DROP-OFF,TRANSFER STATION,CLEANAWAY,CLEANAWAY NARANGBA TRANSFER STATION,QLD,200 POTASSIUM STREET,NARANGBA,4504,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162477499,200 POTASSIUM STREET,NARANGBA,4504,0,20121101,20210804,
153.0462596,-27.3655063699999,3457,WASTQLD508,,QLD00451,,,,REUSE,REUSE SHOP,BRISBANE CITY COUNCIL,GEEBUNG TIP SHOP,QLD,27 PROSPERITY PLACE,GEEBUNG,4034,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162477666,27 PROSPERITY PLACE,GEEBUNG,4034,0,20210204,20210707,
139.4952611,-20.72556395,3458,WASTQLD900,,QLD00795,,,,DROP-OFF,SOFT PLASTICS DROP-OFF FACILITY,COLES,COLES SUPERMARKET,QLD,22 SIMPSON STREET,MOUNT ISA CITY,4825,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162480280,22 SIMPSON STREET,MOUNT ISA CITY,4825,1,20130806,20210813,
152.9919236,-27.44421005,3459,WASTQLD37,,QLD00037,,,,DROP-OFF,SOFT PLASTICS DROP-OFF FACILITY,COLES,COLES SUPERMARKET,QLD,17 STEWART ROAD,ASHGROVE,4060,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162480876,17 STEWART ROAD,ASHGROVE,4060,0,20160808,20210707,
152.9522085,-27.4459551099999,3460,WASTQLD1276,,QLD01133,,,,DROP-OFF,SOFT PLASTICS DROP-OFF FACILITY,COLES,COLES SUPERMARKET,QLD,1000 WATERWORKS ROAD,THE GAP,4061,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162483366,1000 WATERWORKS ROAD,THE GAP,4061,0,20170809,20210707,
153.0263196,-27.8320020199999,3461,WASTQLD676,,QLD00592,,,,DROP-OFF,SOFT PLASTICS DROP-OFF FACILITY,COLES,COLES SUPERMARKET,QLD,665-687 CUSACK LANE,JIMBOOMBA,4280,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162503931,665-687 CUSACK LANE,JIMBOOMBA,4280,1,20140803,20210707,
151.2591446,-23.8475797299999,3462,WASTQLD514,,QLD00457,,,,DROP-OFF,SOFT PLASTICS DROP-OFF FACILITY,WOOLWORTHS,WOOLWORTHS SUPERMARKET,QLD,184 GOONDOON STREET,GLADSTONE CENTRAL,4680,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162508449,184 GOONDOON STREET,GLADSTONE CENTRAL,4680,1,20210204,20210707,
151.2469224,-23.84144101,3463,WASTQLD516,,QLD00459,,,,DROP-OFF,E-WASTE DROP-OFF FACILITY,OFFICEWORKS,OFFICEWORKS,QLD,57 HANSON ROAD,GLADSTONE CENTRAL,4680,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162509253,57 HANSON ROAD,GLADSTONE CENTRAL,4680,1,20121101,20210707,
153.0913999,-26.6528258,3464,WASTQLD806,,QLD00711,,,,DROP-OFF,SOFT PLASTICS DROP-OFF FACILITY,WOOLWORTHS,WOOLWORTHS SUPERMARKET,QLD,12-20 OCEAN STREET,MAROOCHYDORE,4558,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162517257,12-20 OCEAN STREET,MAROOCHYDORE,4558,1,20121101,20210813,
153.3242931,-27.9456837,3465,WASTQLD1015,,QLD00902,,,,DROP-OFF,SOFT PLASTICS DROP-OFF FACILITY,WOOLWORTHS,WOOLWORTHS SUPERMARKET,QLD,1 PITCAIRN WAY,PACIFIC PINES,4211,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162518680,1 PITCAIRN WAY,PACIFIC PINES,4211,1,20121101,20210813,
148.2402132,-20.0014859,3466,WASTQLD150,,QLD00133,,,,DROP-OFF,SOFT PLASTICS DROP-OFF FACILITY,WOOLWORTHS,WOOLWORTHS SUPERMARKET,QLD,2-16 RICHMOND ROAD,BOWEN,4805,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162520039,2-16 RICHMOND ROAD,BOWEN,4805,1,20130501,20210813,
150.6844109,-27.09427089,3467,WASTQLD727,,QLD00638,,,,RECYCLING,ORGANICS RECYCLING FACILITY,NUGROW ,NUGROW KOGAN,QLD,3387 TARA KOGAN ROAD,KOGAN,4406,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162523582,3387 TARA KOGAN ROAD,KOGAN,4406,1,20160808,20210813,
153.0117812,-27.47647911,3468,WASTQLD1181,,QLD01047,,,,DROP-OFF,SOFT PLASTICS DROP-OFF FACILITY,COLES,COLES SUPERMARKET,QLD,79 BOUNDARY STREET,SOUTH BRISBANE,4101,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162535450,79 BOUNDARY STREET,SOUTH BRISBANE,4101,0,20170207,20210813,
153.3838849,-27.9872540599999,3469,WASTQLD38,,QLD00038,,,,DROP-OFF,SOFT PLASTICS DROP-OFF FACILITY,WOOLWORTHS,WOOLWORTHS SUPERMARKET,QLD,160 COTLEW STREET,ASHMORE,4214,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162537676,160 COTLEW STREET,ASHMORE,4214,0,20121101,20210707,
153.5384951,-28.1679450899999,3470,WASTQLD359,,QLD00313,,,,DROP-OFF,SOFT PLASTICS DROP-OFF FACILITY,WOOLWORTHS,WOOLWORTHS SUPERMARKET,QLD,72-80 MARINE PARADE,COOLANGATTA,4225,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162543199,72-80 MARINE PARADE,COOLANGATTA,4225,0,20171103,20210813,
153.338501,-28.00010614,3471,WASTQLD960,,QLD00849,,,,DROP-OFF,SOFT PLASTICS DROP-OFF FACILITY,WOOLWORTHS,WOOLWORTHS SUPERMARKET,QLD,7-27 CAYUGA STREET,NERANG,4211,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162599821,7-27 CAYUGA STREET,NERANG,4211,1,20121101,20210813,
146.0090646,-17.5133902599999,3472,WASTQLD648,,QLD00571,,,,DROP-OFF,CONTAINER DEPOSIT SCHEME DROP-OFF FACILITY,MAMS PLANT HIRE,MAMS INNISFAIL,QLD,7 DICKSON ROAD,GOONDI BEND,4860,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162601325,7 DICKSON ROAD,GOONDI BEND,4860,1,20121101,20210707,
149.2177761,-21.11249674,3473,WASTQLD784,,QLD00690,,,,RECYCLING,METALS RECOVERY FACILITY,INFRABUILD RECYCLING,INFRABUILD RECYCLING,QLD,LOT 1 GRAEME HEGGIE STREET,MACKAY HARBOUR,4740,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162628152,LOT 1 GRAEME HEGGIE STREET,MACKAY HARBOUR,4740,0,20200804,20210803,
151.9513388,-27.59586681,3474,WASTQLD1304,,QLD01159,,,,DROP-OFF,SOFT PLASTICS DROP-OFF FACILITY,WOOLWORTHS,WOOLWORTHS SUPERMARKET,QLD,445-447 HUME STREET,KEARNEYS SPRING,4350,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162628809,445-447 HUME STREET,KEARNEYS SPRING,4350,0,20150803,20210707,
153.0773241,-27.45276376,3475,WASTQLD881,,QLD00777,,,,DROP-OFF,CONTAINER DEPOSIT SCHEME DROP-OFF FACILITY,CLEANAWAY,CLEANAWAY MORNINGSIDE,QLD,42 MANTON STREET,MORNINGSIDE,4170,OPERATIONAL,4,MANUALLY LOCATED – GNAF MATCH,GAQLD162630780,42 MANTON STREET,MORNINGSIDE,4170,1,20121101,20210707,
